Plobata010000001.1_cds_CAH3032177.1_1	Plobata00000001
Plobata010000358.1_cds_CAH3183593.1_38946	Plobata00028695
Plobata010000358.1_cds_CAH3183594.1_38947	Plobata00028694
Plobata010000358.1_cds_CAH3183595.1_38948	Plobata00028696
Plobata010000358.1_cds_CAH3183596.1_38949	Plobata00028697
Plobata010000358.1_cds_CAH3183597.1_38950	Plobata00028663
Plobata010000358.1_cds_CAH3183598.1_38951	Plobata00028664
Plobata010000358.1_cds_CAH3183600.1_38952	Plobata00028666
Plobata010000358.1_cds_CAH3183602.1_38953	Plobata00028667
Plobata010000358.1_cds_CAH3183604.1_38954	Plobata00028668
Plobata010000358.1_cds_CAH3183606.1_38955	Plobata00028670
Plobata010000358.1_cds_CAH3183608.1_38956	Plobata00028671
Plobata010000358.1_cds_CAH3183610.1_38957	Plobata00028672
Plobata010000358.1_cds_CAH3183611.1_38958	Plobata00028673
Plobata010000358.1_cds_CAH3183612.1_38959	Plobata00028665
Plobata010000358.1_cds_CAH3183613.1_38960	Plobata00028674
Plobata010000358.1_cds_CAH3183614.1_38961	Plobata00028675
Plobata010000358.1_cds_CAH3183615.1_38962	Plobata00028676
Plobata010000358.1_cds_CAH3183616.1_38963	Plobata00028677
Plobata010000358.1_cds_CAH3183617.1_38964	Plobata00028678
Plobata010000359.1_cds_CAH3183629.1_38965	Plobata00028698
Plobata010000359.1_cds_CAH3183630.1_38966	Plobata00028706
Plobata010000359.1_cds_CAH3183631.1_38967	Plobata00028717
Plobata010000359.1_cds_CAH3183632.1_38968	Plobata00028720
Plobata010000359.1_cds_CAH3183633.1_38969	Plobata00028699
Plobata010000359.1_cds_CAH3183634.1_38970	Plobata00028701
Plobata010000359.1_cds_CAH3183635.1_38971	Plobata00028702
Plobata010000359.1_cds_CAH3183636.1_38972	Plobata00028704
Plobata010000359.1_cds_CAH3183637.1_38973	Plobata00028703
Plobata010000359.1_cds_CAH3183638.1_38974	Plobata00028708
Plobata010000359.1_cds_CAH3183639.1_38975	Plobata00028709
Plobata010000359.1_cds_CAH3183640.1_38976	Plobata00028710
Plobata010000359.1_cds_CAH3183641.1_38977	Plobata00028711
Plobata010000359.1_cds_CAH3183642.1_38978	Plobata00028712
Plobata010000359.1_cds_CAH3183643.1_38979	Plobata00028713
Plobata010000359.1_cds_CAH3183644.1_38980	Plobata00028714
Plobata010000359.1_cds_CAH3183646.1_38981	Plobata00028715
Plobata010000359.1_cds_CAH3183648.1_38982	Plobata00028716
Plobata010000359.1_cds_CAH3183650.1_38983	Plobata00028719
Plobata010000359.1_cds_CAH3183652.1_38984	Plobata00028718
Plobata010000359.1_cds_CAH3183654.1_38985	Plobata00028721
Plobata010000359.1_cds_CAH3183655.1_38986	Plobata00028722
Plobata010000360.1_cds_CAH3183659.1_38987	Plobata00029047
Plobata010000360.1_cds_CAH3183660.1_38988	Plobata00029052
Plobata010000360.1_cds_CAH3183661.1_38989	Plobata00029032
Plobata010000360.1_cds_CAH3183662.1_38990	Plobata00029033
Plobata010000360.1_cds_CAH3183663.1_38991	Plobata00029034
Plobata010000360.1_cds_CAH3183664.1_38992	Plobata00029035
Plobata010000360.1_cds_CAH3183665.1_38993	Plobata00029036
Plobata010000360.1_cds_CAH3183667.1_38994	Plobata00029039
Plobata010000360.1_cds_CAH3183669.1_38995	Plobata00029038
Plobata010000360.1_cds_CAH3183671.1_38996	Plobata00029040
Plobata010000360.1_cds_CAH3183672.1_38997	Plobata00029041
Plobata010000360.1_cds_CAH3183673.1_38998	Plobata00029042
Plobata010000360.1_cds_CAH3183674.1_38999	Plobata00029043
Plobata010000360.1_cds_CAH3183675.1_39000	Plobata00029044
Plobata010000360.1_cds_CAH3183676.1_39001	Plobata00029045
Plobata010000360.1_cds_CAH3183677.1_39002	Plobata00029046
Plobata010000360.1_cds_CAH3183678.1_39003	Plobata00029048
Plobata010000360.1_cds_CAH3183679.1_39004	Plobata00029049
Plobata010000360.1_cds_CAH3183680.1_39005	Plobata00029050
Plobata010000360.1_cds_CAH3183681.1_39006	Plobata00029051
Plobata010000360.1_cds_CAH3183682.1_39007	Plobata00029053
Plobata010000361.1_cds_CAH3183691.1_39008	Plobata00029057
Plobata010000361.1_cds_CAH3183693.1_39009	Plobata00029063
Plobata010000361.1_cds_CAH3183694.1_39010	Plobata00029069
Plobata010000361.1_cds_CAH3183695.1_39011	Plobata00029055
Plobata010000361.1_cds_CAH3183696.1_39012	Plobata00029056
Plobata010000361.1_cds_CAH3183697.1_39013	Plobata00029058
Plobata010000361.1_cds_CAH3183698.1_39014	Plobata00029059
Plobata010000361.1_cds_CAH3183699.1_39015	Plobata00029060
Plobata010000361.1_cds_CAH3183700.1_39016	Plobata00029061
Plobata010000361.1_cds_CAH3183701.1_39017	Plobata00029064
Plobata010000361.1_cds_CAH3183702.1_39018	Plobata00029065
Plobata010000361.1_cds_CAH3183703.1_39019	Plobata00029066
Plobata010000361.1_cds_CAH3183704.1_39020	Plobata00029067
Plobata010000361.1_cds_CAH3183705.1_39021	Plobata00029068
Plobata010000361.1_cds_CAH3183706.1_39022	Plobata00029070
Plobata010000361.1_cds_CAH3183707.1_39023	Plobata00029071
Plobata010000362.1_cds_CAH3183715.1_39024	Plobata00029072
Plobata010000362.1_cds_CAH3183716.1_39025	Plobata00029091
Plobata010000362.1_cds_CAH3183718.1_39026	Plobata00029073
Plobata010000362.1_cds_CAH3183720.1_39027	Plobata00029074
Plobata010000362.1_cds_CAH3183722.1_39028	Plobata00029076
Plobata010000362.1_cds_CAH3183724.1_39029	Plobata00029078
Plobata010000362.1_cds_CAH3183726.1_39030	Plobata00029077
Plobata010000362.1_cds_CAH3183728.1_39031	Plobata00029079
Plobata010000362.1_cds_CAH3183730.1_39032	Plobata00029080
Plobata010000362.1_cds_CAH3183731.1_39033	Plobata00029082
Plobata010000362.1_cds_CAH3183732.1_39034	Plobata00029084
Plobata010000362.1_cds_CAH3183733.1_39035	Plobata00029086
Plobata010000362.1_cds_CAH3183734.1_39036	Plobata00029087
Plobata010000362.1_cds_CAH3183735.1_39037	Plobata00029089
Plobata010000362.1_cds_CAH3183736.1_39038	Plobata00029090
Plobata010000362.1_cds_CAH3183737.1_39039	Plobata00029092
Plobata010000362.1_cds_CAH3183738.1_39040	Plobata00029093
Plobata010000363.1_cds_CAH3183741.1_39041	Plobata00029098
Plobata010000363.1_cds_CAH3183742.1_39042	Plobata00029122
Plobata010000363.1_cds_CAH3183743.1_39043	Plobata00029094
Plobata010000363.1_cds_CAH3183744.1_39044	Plobata00029096
Plobata010000363.1_cds_CAH3183746.1_39045	Plobata00029095
Plobata010000363.1_cds_CAH3183748.1_39046	Plobata00029097
Plobata010000363.1_cds_CAH3183750.1_39047	Plobata00029099
Plobata010000363.1_cds_CAH3183752.1_39048	Plobata00029101
Plobata010000363.1_cds_CAH3183754.1_39049	Plobata00029104
Plobata010000363.1_cds_CAH3183755.1_39050	Plobata00029105
Plobata010000363.1_cds_CAH3183756.1_39051	Plobata00029106
Plobata010000363.1_cds_CAH3183757.1_39052	Plobata00029108
Plobata010000363.1_cds_CAH3183758.1_39053	Plobata00029107
Plobata010000363.1_cds_CAH3183759.1_39054	Plobata00029109
Plobata010000363.1_cds_CAH3183760.1_39055	Plobata00029110
Plobata010000363.1_cds_CAH3183761.1_39056	Plobata00029112
Plobata010000363.1_cds_CAH3183762.1_39057	Plobata00029113
Plobata010000363.1_cds_CAH3183763.1_39058	Plobata00029115
Plobata010000363.1_cds_CAH3183764.1_39059	Plobata00029117
Plobata010000363.1_cds_CAH3183765.1_39060	Plobata00029118
Plobata010000363.1_cds_CAH3183766.1_39061	Plobata00029121
Plobata010000364.1_cds_CAH3183772.1_39062	Plobata00029123
Plobata010000364.1_cds_CAH3183773.1_39063	Plobata00029128
Plobata010000364.1_cds_CAH3183774.1_39064	Plobata00029143
Plobata010000364.1_cds_CAH3183775.1_39065	Plobata00029124
Plobata010000364.1_cds_CAH3183776.1_39066	Plobata00029125
Plobata010000364.1_cds_CAH3183778.1_39067	Plobata00029126
Plobata010000364.1_cds_CAH3183780.1_39068	Plobata00029127
Plobata010000364.1_cds_CAH3183782.1_39069	Plobata00029129
Plobata010000364.1_cds_CAH3183785.1_39070	Plobata00029130
Plobata010000364.1_cds_CAH3183787.1_39071	Plobata00029131
Plobata010000364.1_cds_CAH3183789.1_39072	Plobata00029132
Plobata010000364.1_cds_CAH3183791.1_39073	Plobata00029133
Plobata010000364.1_cds_CAH3183792.1_39074	Plobata00029135
Plobata010000364.1_cds_CAH3183793.1_39075	Plobata00029136
Plobata010000364.1_cds_CAH3183794.1_39076	Plobata00029137
Plobata010000364.1_cds_CAH3183795.1_39077	Plobata00029138
Plobata010000364.1_cds_CAH3183796.1_39078	Plobata00029140
Plobata010000364.1_cds_CAH3183797.1_39079	Plobata00029141
Plobata010000364.1_cds_CAH3183798.1_39080	Plobata00029142
Plobata010000365.1_cds_CAH3183804.1_39081	Plobata00029144
Plobata010000365.1_cds_CAH3183805.1_39082	Plobata00029154
Plobata010000365.1_cds_CAH3183806.1_39083	Plobata00029147
Plobata010000365.1_cds_CAH3183807.1_39084	Plobata00029149
Plobata010000365.1_cds_CAH3183808.1_39085	Plobata00029150
Plobata010000365.1_cds_CAH3183809.1_39086	Plobata00029155
Plobata010000365.1_cds_CAH3183810.1_39087	Plobata00029156
Plobata010000365.1_cds_CAH3183811.1_39088	Plobata00029157
Plobata010000365.1_cds_CAH3183813.1_39089	Plobata00029158
Plobata010000365.1_cds_CAH3183815.1_39090	Plobata00029159
Plobata010000365.1_cds_CAH3183817.1_39091	Plobata00029160
Plobata010000365.1_cds_CAH3183819.1_39092	Plobata00029166
Plobata010000365.1_cds_CAH3183821.1_39093	Plobata00029169
Plobata010000365.1_cds_CAH3183822.1_39094	Plobata00029171
Plobata010000365.1_cds_CAH3183823.1_39095	Plobata00029172
Plobata010000365.1_cds_CAH3183824.1_39096	Plobata00029173
Plobata010000365.1_cds_CAH3183825.1_39097	Plobata00029174
Plobata010000365.1_cds_CAH3183826.1_39098	Plobata00029175
Plobata010000365.1_cds_CAH3183827.1_39099	Plobata00029145
Plobata010000365.1_cds_CAH3183828.1_39100	Plobata00029146
Plobata010000366.1_cds_CAH3183833.1_39101	Plobata00029182
Plobata010000366.1_cds_CAH3183834.1_39102	Plobata00029197
Plobata010000366.1_cds_CAH3183835.1_39103	Plobata00029179
Plobata010000366.1_cds_CAH3183836.1_39104	Plobata00029180
Plobata010000366.1_cds_CAH3183837.1_39105	Plobata00029181
Plobata010000366.1_cds_CAH3183838.1_39106	Plobata00029183
Plobata010000366.1_cds_CAH3183839.1_39107	Plobata00029184
Plobata010000366.1_cds_CAH3183840.1_39108	Plobata00029185
Plobata010000366.1_cds_CAH3183841.1_39109	Plobata00029187
Plobata010000366.1_cds_CAH3183842.1_39110	Plobata00029186
Plobata010000366.1_cds_CAH3183843.1_39111	Plobata00029188
Plobata010000366.1_cds_CAH3183844.1_39112	Plobata00029189
Plobata010000366.1_cds_CAH3183845.1_39113	Plobata00029190
Plobata010000366.1_cds_CAH3183847.1_39114	Plobata00029191
Plobata010000366.1_cds_CAH3183849.1_39115	Plobata00029192
Plobata010000366.1_cds_CAH3183851.1_39116	Plobata00029193
Plobata010000366.1_cds_CAH3183853.1_39117	Plobata00029194
Plobata010000366.1_cds_CAH3183855.1_39118	Plobata00029195
Plobata010000366.1_cds_CAH3183857.1_39119	Plobata00029196
Plobata010000367.1_cds_CAH3183864.1_39120	Plobata00029216
Plobata010000367.1_cds_CAH3183865.1_39121	Plobata00029225
Plobata010000367.1_cds_CAH3183866.1_39122	Plobata00029213
Plobata010000367.1_cds_CAH3183867.1_39123	Plobata00029217
Plobata010000367.1_cds_CAH3183868.1_39124	Plobata00029219
Plobata010000367.1_cds_CAH3183869.1_39125	Plobata00029222
Plobata010000367.1_cds_CAH3183870.1_39126	Plobata00029221
Plobata010000367.1_cds_CAH3183871.1_39127	Plobata00029224
Plobata010000367.1_cds_CAH3183872.1_39128	Plobata00029223
Plobata010000367.1_cds_CAH3183873.1_39129	Plobata00029227
Plobata010000367.1_cds_CAH3183874.1_39130	Plobata00029228
Plobata010000367.1_cds_CAH3183875.1_39131	Plobata00029230
Plobata010000367.1_cds_CAH3183876.1_39132	Plobata00029229
Plobata010000367.1_cds_CAH3183877.1_39133	Plobata00029232
Plobata010000368.1_cds_CAH3183885.1_39134	Plobata00029209
Plobata010000368.1_cds_CAH3183887.1_39135	Plobata00029211
Plobata010000368.1_cds_CAH3183889.1_39136	Plobata00029198
Plobata010000368.1_cds_CAH3183891.1_39137	Plobata00029199
Plobata010000368.1_cds_CAH3183893.1_39138	Plobata00029201
Plobata010000368.1_cds_CAH3183895.1_39139	Plobata00029202
Plobata010000368.1_cds_CAH3183897.1_39140	Plobata00029205
Plobata010000368.1_cds_CAH3183899.1_39141	Plobata00029206
Plobata010000368.1_cds_CAH3183900.1_39142	Plobata00029207
Plobata010000369.1_cds_CAH3183905.1_39143	Plobata00029234
Plobata010000369.1_cds_CAH3183907.1_39144	Plobata00029235
Plobata010000369.1_cds_CAH3183909.1_39145	Plobata00029237
Plobata010000369.1_cds_CAH3183911.1_39146	Plobata00029238
Plobata010000369.1_cds_CAH3183912.1_39147	Plobata00029239
Plobata010000369.1_cds_CAH3183913.1_39148	Plobata00029240
Plobata010000369.1_cds_CAH3183914.1_39149	Plobata00029241
Plobata010000369.1_cds_CAH3183915.1_39150	Plobata00029242
Plobata010000369.1_cds_CAH3183916.1_39151	Plobata00029243
Plobata010000369.1_cds_CAH3183917.1_39152	Plobata00029244
Plobata010000369.1_cds_CAH3183918.1_39153	Plobata00029245
Plobata010000369.1_cds_CAH3183919.1_39154	Plobata00029246
Plobata010000369.1_cds_CAH3183920.1_39155	Plobata00029247
Plobata010000369.1_cds_CAH3183921.1_39156	Plobata00029248
Plobata010000369.1_cds_CAH3183922.1_39157	Plobata00029249
Plobata010000369.1_cds_CAH3183923.1_39158	Plobata00029250
Plobata010000370.1_cds_CAH3183933.1_39159	Plobata00029567
Plobata010000370.1_cds_CAH3183934.1_39160	Plobata00029559
Plobata010000370.1_cds_CAH3183935.1_39161	Plobata00029563
Plobata010000370.1_cds_CAH3183936.1_39162	Plobata00029566
Plobata010000370.1_cds_CAH3183937.1_39163	Plobata00029568
Plobata010000370.1_cds_CAH3183938.1_39164	Plobata00029569
Plobata010000370.1_cds_CAH3183940.1_39165	Plobata00029570
Plobata010000370.1_cds_CAH3183942.1_39166	Plobata00029572
Plobata010000370.1_cds_CAH3183943.1_39167	Plobata00029571
Plobata010000370.1_cds_CAH3183944.1_39168	Plobata00029573
Plobata010000370.1_cds_CAH3183945.1_39169	Plobata00029575
Plobata010000370.1_cds_CAH3183946.1_39170	Plobata00029576
Plobata010000370.1_cds_CAH3183947.1_39171	Plobata00029577
Plobata010000370.1_cds_CAH3183948.1_39172	Plobata00029578
Plobata010000370.1_cds_CAH3183949.1_39173	Plobata00029579
Plobata010000370.1_cds_CAH3183950.1_39174	Plobata00029580
Plobata010000370.1_cds_CAH3183951.1_39175	Plobata00029582
Plobata010000370.1_cds_CAH3183952.1_39176	Plobata00029583
Plobata010000370.1_cds_CAH3183953.1_39177	Plobata00029560
Plobata010000370.1_cds_CAH3183954.1_39178	Plobata00029561
Plobata010000370.1_cds_CAH3183955.1_39179	Plobata00029574
Plobata010000370.1_cds_CAH3183956.1_39180	Plobata00029562
Plobata010000370.1_cds_CAH3183957.1_39181	Plobata00029564
Plobata010000370.1_cds_CAH3183958.1_39182	Plobata00029565
Plobata010000371.1_cds_CAH3183967.1_39183	Plobata00029613
Plobata010000371.1_cds_CAH3183969.1_39184	Plobata00029603
Plobata010000371.1_cds_CAH3183971.1_39185	Plobata00029604
Plobata010000371.1_cds_CAH3183973.1_39186	Plobata00029605
Plobata010000371.1_cds_CAH3183975.1_39187	Plobata00029607
Plobata010000371.1_cds_CAH3183977.1_39188	Plobata00029606
Plobata010000371.1_cds_CAH3183979.1_39189	Plobata00029608
Plobata010000371.1_cds_CAH3183980.1_39190	Plobata00029609
Plobata010000371.1_cds_CAH3183981.1_39191	Plobata00029610
Plobata010000371.1_cds_CAH3183982.1_39192	Plobata00029611
Plobata010000371.1_cds_CAH3183983.1_39193	Plobata00029612
Plobata010000371.1_cds_CAH3183984.1_39194	Plobata00029615
Plobata010000371.1_cds_CAH3183985.1_39195	Plobata00029616
Plobata010000371.1_cds_CAH3183986.1_39196	Plobata00029617
Plobata010000371.1_cds_CAH3183987.1_39197	Plobata00029618
Plobata010000371.1_cds_CAH3183988.1_39198	Plobata00029619
Plobata010000372.1_cds_CAH3183995.1_39199	Plobata00029585
Plobata010000372.1_cds_CAH3183996.1_39200	Plobata00029592
Plobata010000372.1_cds_CAH3183997.1_39201	Plobata00029601
Plobata010000372.1_cds_CAH3183998.1_39202	Plobata00029602
Plobata010000372.1_cds_CAH3183999.1_39203	Plobata00029584
Plobata010000372.1_cds_CAH3184000.1_39204	Plobata00029586
Plobata010000372.1_cds_CAH3184001.1_39205	Plobata00029588
Plobata010000372.1_cds_CAH3184002.1_39206	Plobata00029589
Plobata010000372.1_cds_CAH3184003.1_39207	Plobata00029590
Plobata010000372.1_cds_CAH3184004.1_39208	Plobata00029591
Plobata010000372.1_cds_CAH3184006.1_39209	Plobata00029595
Plobata010000372.1_cds_CAH3184008.1_39210	Plobata00029598
Plobata010000372.1_cds_CAH3184010.1_39211	Plobata00029600
Plobata010000373.1_cds_CAH3184016.1_39212	Plobata00029620
Plobata010000373.1_cds_CAH3184017.1_39213	Plobata00029627
Plobata010000373.1_cds_CAH3184018.1_39214	Plobata00029632
Plobata010000373.1_cds_CAH3184019.1_39215	Plobata00029638
Plobata010000373.1_cds_CAH3184020.1_39216	Plobata00029639
Plobata010000373.1_cds_CAH3184021.1_39217	Plobata00029640
Plobata010000373.1_cds_CAH3184022.1_39218	Plobata00029641
Plobata010000373.1_cds_CAH3184023.1_39219	Plobata00029642
Plobata010000373.1_cds_CAH3184024.1_39220	Plobata00029621
Plobata010000373.1_cds_CAH3184025.1_39221	Plobata00029622
Plobata010000373.1_cds_CAH3184026.1_39222	Plobata00029623
Plobata010000373.1_cds_CAH3184027.1_39223	Plobata00029624
Plobata010000373.1_cds_CAH3184028.1_39224	Plobata00029625
Plobata010000373.1_cds_CAH3184029.1_39225	Plobata00029626
Plobata010000373.1_cds_CAH3184030.1_39226	Plobata00029628
Plobata010000373.1_cds_CAH3184031.1_39227	Plobata00029629
Plobata010000373.1_cds_CAH3184032.1_39228	Plobata00029630
Plobata010000373.1_cds_CAH3184034.1_39229	Plobata00029631
Plobata010000373.1_cds_CAH3184036.1_39230	Plobata00029633
Plobata010000373.1_cds_CAH3184038.1_39231	Plobata00029635
Plobata010000373.1_cds_CAH3184040.1_39232	Plobata00029636
Plobata010000373.1_cds_CAH3184041.1_39233	Plobata00029637
Plobata010000374.1_cds_CAH3184047.1_39234	Plobata00029643
Plobata010000374.1_cds_CAH3184048.1_39235	Plobata00029656
Plobata010000374.1_cds_CAH3184049.1_39236	Plobata00029649
Plobata010000374.1_cds_CAH3184050.1_39237	Plobata00029650
Plobata010000374.1_cds_CAH3184051.1_39238	Plobata00029651
Plobata010000374.1_cds_CAH3184052.1_39239	Plobata00029652
Plobata010000374.1_cds_CAH3184053.1_39240	Plobata00029653
Plobata010000374.1_cds_CAH3184054.1_39241	Plobata00029655
Plobata010000374.1_cds_CAH3184055.1_39242	Plobata00029657
Plobata010000374.1_cds_CAH3184056.1_39243	Plobata00029654
Plobata010000374.1_cds_CAH3184058.1_39244	Plobata00029658
Plobata010000374.1_cds_CAH3184060.1_39245	Plobata00029659
Plobata010000374.1_cds_CAH3184062.1_39246	Plobata00029663
Plobata010000374.1_cds_CAH3184063.1_39247	Plobata00029662
Plobata010000374.1_cds_CAH3184064.1_39248	Plobata00029665
Plobata010000374.1_cds_CAH3184065.1_39249	Plobata00029667
Plobata010000374.1_cds_CAH3184066.1_39250	Plobata00029644
Plobata010000374.1_cds_CAH3184067.1_39251	Plobata00029645
Plobata010000374.1_cds_CAH3184068.1_39252	Plobata00029646
Plobata010000374.1_cds_CAH3184069.1_39253	Plobata00029647
Plobata010000374.1_cds_CAH3184070.1_39254	Plobata00029648
Plobata010000375.1_cds_CAH3184077.1_39255	Plobata00029669
Plobata010000375.1_cds_CAH3184078.1_39256	Plobata00029673
Plobata010000375.1_cds_CAH3184079.1_39257	Plobata00029683
Plobata010000375.1_cds_CAH3184080.1_39258	Plobata00029693
Plobata010000375.1_cds_CAH3184081.1_39259	Plobata00029694
Plobata010000375.1_cds_CAH3184082.1_39260	Plobata00029695
Plobata010000375.1_cds_CAH3184083.1_39261	Plobata00029670
Plobata010000375.1_cds_CAH3184084.1_39262	Plobata00029671
Plobata010000375.1_cds_CAH3184086.1_39263	Plobata00029672
Plobata010000375.1_cds_CAH3184088.1_39264	Plobata00029674
Plobata010000375.1_cds_CAH3184090.1_39265	Plobata00029675
Plobata010000375.1_cds_CAH3184092.1_39266	Plobata00029676
Plobata010000375.1_cds_CAH3184094.1_39267	Plobata00029677
Plobata010000375.1_cds_CAH3184096.1_39268	Plobata00029678
Plobata010000375.1_cds_CAH3184097.1_39269	Plobata00029679
Plobata010000375.1_cds_CAH3184098.1_39270	Plobata00029680
Plobata010000375.1_cds_CAH3184099.1_39271	Plobata00029681
Plobata010000375.1_cds_CAH3184100.1_39272	Plobata00029682
Plobata010000375.1_cds_CAH3184101.1_39273	Plobata00029684
Plobata010000375.1_cds_CAH3184102.1_39274	Plobata00029685
Plobata010000375.1_cds_CAH3184103.1_39275	Plobata00029686
Plobata010000375.1_cds_CAH3184104.1_39276	Plobata00029687
Plobata010000375.1_cds_CAH3184105.1_39277	Plobata00029688
Plobata010000375.1_cds_CAH3184106.1_39278	Plobata00029689
Plobata010000375.1_cds_CAH3184107.1_39279	Plobata00029690
Plobata010000375.1_cds_CAH3184108.1_39280	Plobata00029692
Plobata010000375.1_cds_CAH3184109.1_39281	Plobata00029691
Plobata010000376.1_cds_CAH3184118.1_39282	Plobata00029700
Plobata010000376.1_cds_CAH3184120.1_39283	Plobata00029705
Plobata010000376.1_cds_CAH3184122.1_39284	Plobata00029715
Plobata010000376.1_cds_CAH3184123.1_39285	Plobata00029724
Plobata010000376.1_cds_CAH3184124.1_39286	Plobata00029697
Plobata010000376.1_cds_CAH3184125.1_39287	Plobata00029698
Plobata010000376.1_cds_CAH3184126.1_39288	Plobata00029699
Plobata010000376.1_cds_CAH3184127.1_39289	Plobata00029701
Plobata010000376.1_cds_CAH3184128.1_39290	Plobata00029702
Plobata010000376.1_cds_CAH3184129.1_39291	Plobata00029703
Plobata010000376.1_cds_CAH3184130.1_39292	Plobata00029707
Plobata010000376.1_cds_CAH3184131.1_39293	Plobata00029708
Plobata010000376.1_cds_CAH3184132.1_39294	Plobata00029709
Plobata010000376.1_cds_CAH3184133.1_39295	Plobata00029710
Plobata010000376.1_cds_CAH3184134.1_39296	Plobata00029711
Plobata010000376.1_cds_CAH3184135.1_39297	Plobata00029712
Plobata010000376.1_cds_CAH3184136.1_39298	Plobata00029713
